taxon_oid,Ecosystem Subtype,Latitude,Longitude,Origin,Plasmid Count,Ecosystem Subtype Custom
3300009156,Tree plantation,35.84,-83.96,Meta,36,Other
3300024426,Desert,33.3,-116.25,Meta,20,Other
3300029640,Desert,33.3,-116.25,Meta,1,Other
3300049249,Agricultural land,38.55,-121.87,Meta,2,Agricultural land
3300036792,Temperate forest,-33.6,150.0,Meta,100,Temperate forest
3300050138,Peat,68.35,19.05,Meta,90,Peat
3300043656,Watershed,38.99,-107.06,Meta,2,Other
3300013100,Rhizosphere,42.39,-85.37,Meta,356,Rhizosphere
3300048687,Agricultural land,44.59,-123.19,Meta,13,Agricultural land
3300015261,Rhizosphere,41.16,-96.41,Meta,160,Rhizosphere
3300030533,Orchard,48.36,5.74,Meta,39,Other
3300005545,Rhizosphere,42.39,-85.37,Meta,16,Rhizosphere
3300020943,Temperate forest,42.48,-72.18,Meta,10,Temperate forest
3300021044,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300003321,Agricultural land,-19.73,147.18,Meta,12,Agricultural land
3300047465,Grasslands,46.25,-119.73,Meta,2,Grasslands
3300018920,Riparian zone,44.47,-109.63,Meta,13,Other
3300046648,Rhizosphere,44.59,-123.19,Meta,129,Rhizosphere
3300036799,Temperate forest,35.5,-121.0,Meta,67,Temperate forest
3300061178,Desert,31.91,-110.83,Meta,18,Other
3300046500,Rhizosphere,44.59,-123.19,Meta,132,Rhizosphere
3300021523,Agricultural land,41.92,-93.75,Meta,4,Agricultural land
3300048805,Peat,68.35,19.04,Meta,8,Peat
3300005338,Rhizosphere,42.39,-85.37,Meta,27,Rhizosphere
3300050341,Clay,50.54,13.61,Meta,10,Other
3300050233,Agricultural land,45.27,-97.84,Meta,2,Agricultural land
3300046814,Agricultural land,44.59,-123.19,Meta,4,Agricultural land
3300036815,Temperate forest,-33.6,150.0,Meta,59,Temperate forest
3300040718,Boreal forest/Taiga,65.16,-147.49,Meta,61,Other
3300043157,Temperate forest,42.53,-72.19,Meta,18,Temperate forest
3300047318,Rhizosphere,44.59,-123.19,Meta,33,Rhizosphere
3300020638,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300039785,Unclassified,-35.15,150.65,Meta,2,Unclassified
3300042995,Desert,34.04,-116.14,Meta,30,Other
3300040178,Boreal forest/Taiga,47.54,19.02,Meta,12,Other
3300031239,Rhizosphere,47.65,-122.3,Meta,70,Rhizosphere
3300048772,Peat,68.35,19.05,Meta,169,Peat
3300041516,Agricultural land,-43.65,172.34,Meta,21,Agricultural land
3300031715,Temperate forest,39.08,-86.47,Meta,31,Temperate forest
3300039473,Temperate forest,44.23,-122.19,Meta,1,Temperate forest
3300043580,Watershed,38.92,-106.95,Meta,2,Other
3300050463,Unclassified,46.24,-122.17,Meta,1,Unclassified
3300039483,Unclassified,63.88,-149.23,Meta,4,Unclassified
3300010361,Tropical forest,9.11,-79.84,Meta,26,Tropical forest
3300049015,Grasslands,38.53,-121.78,Meta,26,Grasslands
3300049576,Rhizosphere,29.41,-82.17,Meta,37,Rhizosphere
3300044946,Temperate forest,42.3,-72.12,Meta,145,Temperate forest
3300043611,Watershed,38.94,-107.01,Meta,5,Other
3300042124,Rhizosphere,41.95,-103.7,Meta,4,Rhizosphere
3300049586,Rhizosphere,29.41,-82.18,Meta,121,Rhizosphere
3300043503,Watershed,38.93,-106.98,Meta,2,Other
3300001464,Temperate forest,39.24,-121.28,Meta,7,Temperate forest
3300039400,Unclassified,-25.35,131.05,Meta,7,Unclassified
3300025728,Rhizosphere,42.39,-85.37,Meta,363,Rhizosphere
3300012878,Unclassified,43.07,-89.4,Meta,34,Unclassified
3300027049,Tropical forest,18.0,-65.0,Meta,12,Tropical forest
3300039780,Agricultural land,1.43,103.71,Meta,1,Agricultural land
3300026990,Tropical forest,18.0,-65.0,Meta,1,Tropical forest
3300042990,Watershed,38.99,-107.0,Meta,4,Other
3300046791,Agricultural land,46.12,-123.27,Meta,5,Agricultural land
3300049453,Agricultural land,44.59,-123.19,Meta,1,Agricultural land
3300033550,Agricultural land,42.67,-77.03,Meta,19,Agricultural land
3300046505,Peat,68.35,19.04,Meta,28,Peat
3300048800,Peat,68.36,19.04,Meta,52,Peat
3300046664,Rhizosphere,44.59,-123.19,Meta,8,Rhizosphere
3300061625,Temperate forest,44.95,-110.54,Meta,22,Temperate forest
3300020796,Temperate forest,42.48,-72.18,Meta,3,Temperate forest
3300025931,Rhizosphere,42.39,-85.37,Meta,57,Rhizosphere
3300000727,Tropical forest,18.0,-65.0,Meta,9,Tropical forest
3300048777,Peat,68.35,19.05,Meta,183,Peat
3300044817,Unclassified,40.49,-106.07,Meta,6,Unclassified
3300050116,Peat,68.35,19.05,Meta,140,Peat
3300036862,Agricultural land,41.17,-96.41,Meta,63,Agricultural land
3300048048,Peat,68.35,19.05,Meta,16,Peat
3300037456,Agricultural land,42.01,-93.74,Meta,11,Agricultural land
3300027024,Tropical forest,18.0,-65.0,Meta,4,Tropical forest
3300020883,Temperate forest,42.48,-72.18,Meta,2,Temperate forest
3300020873,Temperate forest,42.48,-72.18,Meta,2,Temperate forest
3300049194,Grasslands,38.53,-121.78,Meta,51,Grasslands
3300050499,Tree plantation,35.84,-83.96,Meta,20,Other
3300026041,Rhizosphere,42.39,-85.37,Meta,114,Rhizosphere
3300048796,Peat,68.35,19.04,Meta,97,Peat
3300005290,Rhizosphere,42.41,-85.4,Meta,8,Rhizosphere
3300053078,Rhizosphere,46.12,-123.27,Meta,17,Rhizosphere
3300020777,Temperate forest,42.48,-72.18,Meta,5,Temperate forest
3300049334,Agricultural land,38.55,-121.87,Meta,1,Agricultural land
3300020787,Temperate forest,42.48,-72.18,Meta,2,Temperate forest
3300061203,Shrubland,40.18,-112.43,Meta,3,Other
3300044713,Temperate forest,42.3,-72.12,Meta,61,Temperate forest
3300043349,Watershed,38.94,-107.01,Meta,5,Other
3300039879,Unclassified,-35.16,150.63,Meta,1,Unclassified
3300049653,Rhizosphere,37.85,-122.29,Meta,3,Rhizosphere
3300006937,Tropical forest,-10.0,-62.0,Meta,1,Tropical forest
3300047660,Peat,68.36,19.05,Meta,136,Peat
3300040203,Boreal forest/Taiga,60.17,24.93,Meta,8,Other
3300028441,Desert,33.3,-116.25,Meta,15,Other
3300045964,Tropical forest,32.58,-110.85,Meta,11,Tropical forest
3300046711,Peat,68.36,19.04,Meta,59,Peat
3300044812,Unclassified,40.44,-106.05,Meta,24,Unclassified
3300028718,Floodplain,38.92,-106.95,Meta,7,Other
3300020782,Temperate forest,42.48,-72.18,Meta,3,Temperate forest
3300020772,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300051201,Agricultural land,45.27,-97.84,Meta,120,Agricultural land
3300012948,Tropical forest,9.11,-79.84,Meta,7,Tropical forest
3300044667,Agricultural land,14.75,-16.85,Meta,39,Agricultural land
3300021029,Temperate forest,42.48,-72.18,Meta,4,Temperate forest
3300005437,Rhizosphere,42.48,-85.45,Meta,30,Rhizosphere
3300049565,Grasslands,41.89,-89.32,Meta,5,Grasslands
3300039564,Temperate forest,40.02,-105.27,Meta,27,Temperate forest
3300041794,Grasslands,38.98,-106.97,Meta,1,Grasslands
3300030742,Rhizosphere,-27.57,151.86,Meta,7,Rhizosphere
3300049592,Rhizosphere,29.41,-82.18,Meta,4,Rhizosphere
3300049604,Agricultural land,38.55,-121.87,Meta,1,Agricultural land
3300046656,Agricultural land,46.12,-123.27,Meta,18,Agricultural land
3300045303,Temperate forest,47.55,-92.3,Meta,13,Temperate forest
3300020805,Temperate forest,42.48,-72.18,Meta,4,Temperate forest
3300047323,Rhizosphere,44.59,-123.19,Meta,202,Rhizosphere
3300005295,Rhizosphere,42.79,-84.39,Meta,30,Rhizosphere
3300026910,Tropical forest,18.0,-65.0,Meta,4,Tropical forest
3300039851,Unclassified,45.51,-89.59,Meta,1,Unclassified
3300051847,Temperate forest,48.91,13.56,Meta,23,Temperate forest
3300009092,Rhizosphere,42.39,-85.37,Meta,304,Rhizosphere
3300012808,Unclassified,43.07,-89.4,Meta,16,Unclassified
3300009148,Rhizosphere,42.39,-85.37,Meta,95,Rhizosphere
3300049599,Agricultural land,38.55,-121.87,Meta,2,Agricultural land
3300026023,Rhizosphere,42.39,-85.37,Meta,24,Rhizosphere
3300050460,Unclassified,46.24,-122.17,Meta,5,Unclassified
3300039480,Boreal forest/Taiga,65.16,-147.49,Meta,7,Other
3300024430,Desert,33.3,-116.25,Meta,10,Other
3300049069,Grasslands,38.53,-121.78,Meta,1,Grasslands
3300050235,Agricultural land,45.27,-97.84,Meta,181,Agricultural land
3300020866,Temperate forest,42.48,-72.18,Meta,2,Temperate forest
3300060340,Temperate forest,38.91,-120.66,Meta,10,Temperate forest
3300039773,Unclassified,35.96,-84.28,Meta,1,Unclassified
3300039783,Unclassified,-33.61,150.72,Meta,1,Unclassified
3300045837,Agricultural land,14.75,-16.85,Meta,30,Agricultural land
3300039666,Unclassified,-33.62,150.73,Meta,2,Unclassified
3300042993,Rhizosphere,41.2,-97.94,Meta,6,Rhizosphere
3300005543,Rhizosphere,42.39,-85.37,Meta,7,Rhizosphere
3300033398,Riparian soil,33.05,-117.29,Meta,3,Other
3300020945,Temperate forest,42.48,-72.18,Meta,2,Temperate forest
3300035121,Rhizosphere,39.66,-79.91,Meta,2,Rhizosphere
3300020119,Agricultural land,42.49,-85.46,Meta,25,Agricultural land
3300049450,Agricultural land,46.12,-123.27,Meta,21,Agricultural land
3300050497,Tree plantation,35.84,-83.96,Meta,4,Other
3300007004,Agricultural land,41.77,-111.81,Meta,1,Agricultural land
3300040360,Boreal forest/Taiga,47.54,19.02,Meta,17,Other
3300048803,Peat,68.35,19.04,Meta,4,Peat
3300020789,Temperate forest,42.48,-72.18,Meta,4,Temperate forest
3300020779,Temperate forest,42.48,-72.18,Meta,2,Temperate forest
3300052804,Temperate forest,50.07,10.44,Meta,4,Temperate forest
3300046491,Rhizosphere,44.59,-123.19,Meta,143,Rhizosphere
3300042147,Rhizosphere,41.95,-103.7,Meta,10,Rhizosphere
3300021022,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300049455,Temperate forest,35.88,-105.54,Meta,14,Temperate forest
3300039816,Unclassified,-35.17,150.59,Meta,1,Unclassified
3300020940,Temperate forest,42.48,-72.18,Meta,3,Temperate forest
3300020672,Temperate forest,42.48,-72.18,Meta,6,Temperate forest
3300036712,Rhizosphere,30.26,-88.24,Meta,10,Rhizosphere
2124908027,Rhizosphere,42.41,-85.4,Meta,15,Rhizosphere
3300044767,Watershed,38.98,-107.06,Meta,4,Other
3300028720,Floodplain,38.92,-106.95,Meta,10,Other
3300020616,Temperate forest,42.48,-72.18,Meta,3,Temperate forest
3300054558,Pasture,39.0,-123.07,Meta,12,Other
3300046503,Peat,68.35,19.04,Meta,1,Peat
3300036786,Temperate forest,35.5,-121.0,Meta,128,Temperate forest
3300031344,Rhizosphere,47.65,-122.3,Meta,77,Rhizosphere
3300026928,Tropical forest,18.0,-65.0,Meta,2,Tropical forest
3300050230,Agricultural land,41.84,-88.23,Meta,32,Agricultural land
3300049704,Rhizosphere,37.85,-122.29,Meta,3,Rhizosphere
3300049852,Rhizosphere,37.85,-122.29,Meta,1,Rhizosphere
3300020751,Temperate forest,42.48,-72.18,Meta,4,Temperate forest
3300050465,Unclassified,46.24,-122.17,Meta,3,Unclassified
3300039591,Unclassified,-31.41,130.99,Meta,1,Unclassified
3300044669,Unclassified,14.75,-16.85,Meta,2,Unclassified
3300000546,Rhizosphere,36.97,-3.46,Meta,10,Rhizosphere
3300035248,Agricultural land,46.11,-122.99,Meta,7,Agricultural land
3300048091,Rhizosphere,44.59,-123.19,Meta,153,Rhizosphere
3300021027,Temperate forest,42.48,-72.18,Meta,4,Temperate forest
3300042142,Rhizosphere,41.18,-98.0,Meta,2,Rhizosphere
3300023261,Agricultural land,43.3,-89.38,Meta,1,Agricultural land
3300005439,Rhizosphere,42.48,-85.45,Meta,32,Rhizosphere
3300026142,Rhizosphere,42.39,-85.37,Meta,109,Rhizosphere
3300043664,Watershed,38.99,-107.06,Meta,5,Other
3300028432,Desert,33.3,-116.25,Meta,5,Other
3300044705,Agricultural land,14.75,-16.85,Meta,7,Agricultural land
3300020869,Temperate forest,42.48,-72.18,Meta,7,Temperate forest
3300060653,Temperate forest,40.04,-105.58,Meta,164,Temperate forest
3300050514,Rhizosphere,35.84,-83.96,Meta,12,Rhizosphere
3300039493,Unclassified,63.88,-149.23,Meta,13,Unclassified
3300042642,Unclassified,37.28,127.9,Meta,3,Unclassified
3300048606,Watershed,38.96,-106.99,Meta,53,Other
3300046652,Peat,68.35,19.04,Meta,5,Peat
3300031548,Rhizosphere,38.5,-121.7,Meta,156,Rhizosphere
3300027725,Agricultural land,33.88,-83.42,Meta,4,Agricultural land
3300028379,Rhizosphere,42.39,-85.37,Meta,168,Rhizosphere
3300048760,Peat,68.35,19.05,Meta,2,Peat
3300059578,Temperate forest,38.91,-120.66,Meta,38,Temperate forest
3300028778,Floodplain,38.92,-106.95,Meta,17,Other
3300044816,Unclassified,40.5,-106.07,Meta,74,Unclassified
3300030731,Rhizosphere,-27.57,151.86,Meta,1,Rhizosphere
3300050117,Peat,68.35,19.05,Meta,214,Peat
3300052894,Temperate forest,40.99,-106.61,Meta,84,Temperate forest
3300040215,Grasslands,-26.71,27.08,Meta,16,Grasslands
3300046781,Agricultural land,46.12,-123.27,Meta,1,Agricultural land
3300020776,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300020786,Temperate forest,42.48,-72.18,Meta,3,Temperate forest
3300000956,Grasslands,39.21,-96.59,Meta,29,Grasslands
3300020663,Temperate forest,42.48,-72.18,Meta,3,Temperate forest
3300048797,Peat,68.35,19.04,Meta,59,Peat
3300012901,Agricultural land,43.3,-89.38,Meta,1,Agricultural land
3300027376,Temperate forest,31.11,-95.15,Meta,8,Temperate forest
3300046528,Rhizosphere,44.59,-123.19,Meta,55,Rhizosphere
3300028437,Desert,33.3,-116.25,Meta,6,Other
3300047472,Rhizosphere,44.59,-123.19,Meta,265,Rhizosphere
3300040210,Grasslands,-26.68,27.09,Meta,20,Grasslands
3300014968,Rhizosphere,42.39,-85.37,Meta,64,Rhizosphere
3300047091,Agricultural land,44.59,-123.19,Meta,2,Agricultural land
3300005718,Rhizosphere,42.39,-85.37,Meta,3,Rhizosphere
3300046657,Agricultural land,44.59,-123.19,Meta,10,Agricultural land
3300061637,Temperate forest,44.95,-110.53,Meta,19,Temperate forest
3300042821,Floodplain,38.92,-106.95,Meta,9,Other
3300020619,Temperate forest,42.48,-72.18,Meta,4,Temperate forest
3300005441,Rhizosphere,42.39,-85.37,Meta,15,Rhizosphere
3300036779,Tropical forest,-34.5,150.0,Meta,70,Tropical forest
3300043595,Watershed,38.99,-107.01,Meta,13,Other
3300049661,Rhizosphere,37.85,-122.29,Meta,1,Rhizosphere
3300050176,Peat,68.36,19.05,Meta,151,Peat
3300037452,Temperate forest,42.53,-72.19,Meta,134,Temperate forest
3300043148,Grasslands,41.9,-89.36,Meta,1,Grasslands
3300032137,Rhizosphere,30.26,-88.24,Meta,3,Rhizosphere
3300039501,Unclassified,63.88,-149.23,Meta,3,Unclassified
3300020934,Temperate forest,42.48,-72.18,Meta,4,Temperate forest
3300021033,Temperate forest,42.48,-72.18,Meta,5,Temperate forest
3300048792,Peat,68.36,19.04,Meta,32,Peat
3300000549,Rhizosphere,36.96,-3.46,Meta,4,Rhizosphere
3300044666,Unclassified,14.75,-16.85,Meta,1,Unclassified
3300051906,Temperate forest,50.05,10.45,Meta,1,Temperate forest
3300048765,Peat,68.35,19.05,Meta,190,Peat
3300049794,Temperate forest,35.88,-106.53,Meta,37,Temperate forest
3300005436,Rhizosphere,42.48,-85.45,Meta,46,Rhizosphere
3300006755,Agricultural land,33.88,-83.42,Meta,1,Agricultural land
3300043471,Watershed,38.91,-107.03,Meta,1,Other
3300030544,Orchard,48.36,5.74,Meta,29,Other
3300040141,Boreal forest/Taiga,47.53,19.01,Meta,17,Other
3300020890,Temperate forest,42.48,-72.18,Meta,3,Temperate forest
3300039415,Paddy field/soil,102.75,25.19,Meta,11,Other
3300050119,Peat,68.35,19.05,Meta,257,Peat
3300036651,Agricultural land,57.19,-2.21,Meta,4,Agricultural land
3300025924,Rhizosphere,42.39,-85.37,Meta,176,Rhizosphere
3300050011,Peat,68.36,19.05,Meta,102,Peat
3300048799,Peat,68.36,19.04,Meta,95,Peat
3300042146,Rhizosphere,41.95,-103.7,Meta,48,Rhizosphere
3300036805,Temperate forest,36.5,-121.8,Meta,227,Temperate forest
3300049000,Temperate forest,33.67,-117.46,Meta,34,Temperate forest
3300048815,Peat,68.35,19.05,Meta,64,Peat
3300046510,Agricultural land,46.12,-123.27,Meta,20,Agricultural land
3300040136,Boreal forest/Taiga,47.54,19.02,Meta,6,Other
3300043346,Watershed,38.99,-107.0,Meta,2,Other
3300040293,Grasslands,-26.72,27.1,Meta,9,Grasslands
3300020867,Temperate forest,42.48,-72.18,Meta,2,Temperate forest
3300046681,Rhizosphere,46.12,-123.27,Meta,4,Rhizosphere
3300036402,Temperate forest,38.97,-120.5,Meta,91,Temperate forest
3300052935,Temperate forest,41.11,-106.15,Meta,88,Temperate forest
3300020763,Temperate forest,42.48,-72.18,Meta,3,Temperate forest
3300036782,Tropical forest,-34.5,150.0,Meta,63,Tropical forest
3300036772,Temperate forest,-33.6,150.0,Meta,125,Temperate forest
3300042131,Rhizosphere,41.95,-103.7,Meta,2,Rhizosphere
3300045836,Rhizosphere,14.75,-16.85,Meta,37,Rhizosphere
3300046012,Unclassified,39.0,-123.08,Meta,4,Unclassified
3300021445,Agricultural land,41.16,-96.68,Meta,2,Agricultural land
3300049153,Watershed,38.91,-107.03,Meta,2,Other
3300048810,Peat,68.35,19.05,Meta,173,Peat
3300046515,Rhizosphere,44.59,-123.19,Meta,214,Rhizosphere
3300032139,Rhizosphere,30.26,-88.24,Meta,3,Rhizosphere
3300005618,Rhizosphere,42.39,-85.37,Meta,60,Rhizosphere
3300020081,Rhizosphere,42.39,-85.37,Meta,2,Rhizosphere
3300042843,Floodplain,38.92,-106.95,Meta,23,Other
3300011119,Rhizosphere,42.39,-85.37,Meta,91,Rhizosphere
3300006028,Rhizosphere,42.48,-85.45,Meta,47,Rhizosphere
3300021026,Temperate forest,42.48,-72.18,Meta,8,Temperate forest
3300006801,Agricultural land,41.77,-111.81,Meta,46,Agricultural land
3300047638,Temperate forest,35.68,-83.48,Meta,2,Temperate forest
3300005844,Rhizosphere,42.39,-85.37,Meta,87,Rhizosphere
3300020895,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300055278,Temperate forest,41.55,-70.64,Meta,226,Temperate forest
3300039410,Unclassified,-25.35,131.04,Meta,5,Unclassified
3300020862,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300039817,Grasslands,-26.69,27.07,Meta,23,Grasslands
3300009101,Rhizosphere,42.39,-85.37,Meta,80,Rhizosphere
3300043601,Watershed,38.92,-106.95,Meta,1,Other
3300044766,Watershed,38.99,-107.06,Meta,10,Other
3300036800,Temperate forest,36.5,-121.8,Meta,367,Temperate forest
3300061639,Temperate forest,40.04,-105.58,Meta,287,Temperate forest
3300049005,Temperate forest,33.67,-117.46,Meta,30,Temperate forest
3300044683,Rhizosphere,14.75,-16.85,Meta,28,Rhizosphere
3300044673,Rhizosphere,39.6,-75.8,Meta,16,Rhizosphere
3300046659,Agricultural land,44.59,-123.19,Meta,2,Agricultural land
3300020617,Temperate forest,42.48,-72.18,Meta,2,Temperate forest
3300028138,Temperate forest,40.44,-87.03,Meta,1,Temperate forest
3300049022,Grasslands,38.53,-121.78,Meta,45,Grasslands
3300051104,Agricultural land,43.3,-89.33,Meta,3,Agricultural land
3300043253,Temperate forest,42.53,-72.19,Meta,21,Temperate forest
3300039524,Boreal forest/Taiga,65.16,-147.49,Meta,6,Other
3300031901,Rhizosphere,38.5,-121.7,Meta,71,Rhizosphere
3300044836,Unclassified,40.51,-106.05,Meta,10,Unclassified
3300012879,Grasslands,43.07,-89.4,Meta,6,Grasslands
3300050137,Peat,68.35,19.05,Meta,127,Peat
3300061686,Agricultural land,53.55,-114.2,Meta,26,Agricultural land
3300061676,Agricultural land,53.55,-114.2,Meta,8,Agricultural land
3300028799,Floodplain,38.92,-106.95,Meta,6,Other
3300047625,Temperate forest,35.68,-83.48,Meta,5,Temperate forest
3300042156,Rhizosphere,41.89,-103.69,Meta,7,Rhizosphere
3300044841,Unclassified,40.5,-106.07,Meta,74,Unclassified
3300036827,Temperate forest,37.0,-122.2,Meta,89,Temperate forest
3300043204,Temperate forest,42.53,-72.19,Meta,2,Temperate forest
3300038967,Peat,47.51,-93.49,Meta,2,Peat
3300050392,Peat,68.36,19.05,Meta,159,Peat
3300012851,Unclassified,43.07,-89.4,Meta,15,Unclassified
3300031823,Temperate forest,39.08,-86.47,Meta,57,Temperate forest
3300021474,Temperate forest,42.48,-72.18,Meta,111,Temperate forest
3300021013,Temperate forest,42.48,-72.18,Meta,3,Temperate forest
3300020914,Temperate forest,42.48,-72.18,Meta,4,Temperate forest
3300061179,Temperate forest,45.84,-122.0,Meta,225,Temperate forest
3300049027,Grasslands,38.53,-121.78,Meta,17,Grasslands
3300005339,Rhizosphere,42.39,-85.37,Meta,52,Rhizosphere
3300047441,Agricultural land,44.59,-123.19,Meta,1,Agricultural land
3300000899,Tropical forest,18.0,-65.0,Meta,2,Tropical forest
3300031727,Rhizosphere,30.26,-88.24,Meta,17,Rhizosphere
3300050132,Peat,68.35,19.05,Meta,160,Peat
3300036798,Temperate forest,-33.6,150.0,Meta,57,Temperate forest
3300047319,Rhizosphere,46.12,-123.27,Meta,260,Rhizosphere
3300020639,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300003578,Unclassified,35.91,-79.05,Meta,28,Unclassified
3300049143,Unclassified,35.88,-106.3,Meta,79,Unclassified
3300047436,Grasslands,46.25,-119.73,Meta,4,Grasslands
3300031238,Rhizosphere,47.65,-122.3,Meta,17,Rhizosphere
3300042012,Rhizosphere,41.2,-97.94,Meta,1,Rhizosphere
3300028810,Floodplain,38.92,-106.95,Meta,10,Other
3300042853,Floodplain,38.92,-106.95,Meta,10,Other
3300036822,Temperate forest,-34.5,150.0,Meta,46,Temperate forest
3300046747,Agricultural land,46.12,-123.27,Meta,44,Agricultural land
3300040230,Boreal forest/Taiga,47.59,19.04,Meta,14,Other
3300021067,Desert,33.3,-116.25,Meta,12,Other
3300047312,Agricultural land,46.12,-123.27,Meta,36,Agricultural land
3300020632,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300037840,Temperate forest,42.53,-72.19,Meta,166,Temperate forest
3300005607,Unclassified,40.8,-76.34,Meta,66,Unclassified
3300037447,Grasslands,41.87,-89.36,Meta,2,Grasslands
3300000728,Tropical forest,18.0,-65.0,Meta,1,Tropical forest
3300048788,Peat,68.35,19.05,Meta,6,Peat
3300048778,Peat,68.35,19.05,Meta,152,Peat
3300036829,Temperate forest,35.5,-121.0,Meta,160,Temperate forest
3300046530,Rhizosphere,44.59,-123.19,Meta,266,Rhizosphere
3300040057,Boreal forest/Taiga,47.53,19.01,Meta,12,Other
3300020215,Desert,33.3,-116.25,Meta,22,Other
3300021560,Tropical forest,9.11,-79.84,Meta,46,Tropical forest
3300060643,Grasslands,33.4,-97.57,Meta,41,Grasslands
3300061663,Agricultural land,53.55,-114.2,Meta,10,Agricultural land
3300050031,Peat,68.35,19.05,Meta,248,Peat
3300035704,Temperate forest,35.5,-121.0,Meta,217,Temperate forest
3300044727,Watershed,38.92,-106.95,Meta,4,Other
3300005332,Tropical forest,9.11,-79.84,Meta,16,Tropical forest
3300027880,Tree plantation,35.84,-83.96,Meta,9,Other
3300020123,Agricultural land,42.49,-85.46,Meta,49,Agricultural land
3300046642,Rhizosphere,46.12,-123.27,Meta,111,Rhizosphere
3300049248,Agricultural land,38.55,-121.87,Meta,1,Agricultural land
3300039808,Unclassified,-42.56,147.21,Meta,3,Unclassified
3300050139,Peat,68.35,19.05,Meta,92,Peat
3300049434,Unclassified,40.37,-106.1,Meta,27,Unclassified
3300039435,Grasslands,34.98,-97.52,Meta,9,Grasslands
3300043158,Temperate forest,42.53,-72.19,Meta,15,Temperate forest
3300020637,Temperate forest,42.48,-72.18,Meta,3,Temperate forest
3300047317,Rhizosphere,46.12,-123.27,Meta,209,Rhizosphere
3300021062,Desert,33.3,-116.25,Meta,5,Other
3300044898,Unclassified,40.43,-106.03,Meta,33,Unclassified
3300027738,Temperate forest,38.88,-120.64,Meta,5,Temperate forest
3300025315,Rhizosphere,42.39,-85.37,Meta,5,Rhizosphere
3300000559,Loam,39.1,-96.61,Meta,1,Other
3300040052,Boreal forest/Taiga,60.99,25.71,Meta,11,Other
3300025898,Rhizosphere,42.48,-85.45,Meta,28,Rhizosphere
3300042657,Unclassified,37.28,127.9,Meta,45,Unclassified
3300028828,Floodplain,38.92,-106.95,Meta,15,Other
3300039626,Unclassified,-33.62,150.73,Meta,2,Unclassified
3300020739,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300044722,Unclassified,40.37,-106.17,Meta,26,Unclassified
3300044901,Rhizosphere,14.75,-16.85,Meta,16,Rhizosphere
3300037845,Temperate forest,42.53,-72.19,Meta,122,Temperate forest
3300012816,Unclassified,43.07,-89.4,Meta,31,Unclassified
3300061177,Desert,31.91,-110.84,Meta,23,Other
2228664021,Grasslands,39.0,-77.1,Meta,5,Grasslands
3300046535,Rhizosphere,46.12,-123.27,Meta,46,Rhizosphere
3300020826,Temperate forest,42.48,-72.18,Meta,1,Temperate forest
3300005337,Rhizosphere,42.39,-85.37,Meta,9,Rhizosphere
3300025901,Rhizosphere,42.39,-85.37,Meta,10,Rhizosphere
3300055370,Temperate forest,41.03,-106.63,Meta,11,Temperate forest
2199352025,Unclassified,56.03,-2.82,Meta,1,Unclassified
3300039901,Boreal forest/Taiga,47.54,19.02,Meta,19,Other
3300061687,Agricultural land,53.55,-114.2,Meta,4,Agricultural land
3300049440,Agricultural land,46.12,-123.27,Meta,58,Agricultural land
3300061677,Agricultural land,53.55,-114.2,Meta,3,Agricultural land
3300028803,Floodplain,38.92,-106.95,Meta,1,Other
3300020955,Temperate forest,42.48,-72.18,Meta,4,Temperate forest
3300040011,Unclassified,29.69,-81.99,Meta,1,Unclassified
3300050478,Unclassified,46.24,-122.17,Meta,7,Unclassified
3300039468,Temperate forest,45.04,-123.89,Meta,5,Temperate forest
3300028880,Floodplain,38.92,-106.95,Meta,8,Other
3300042016,Rhizosphere,41.2,-97.94,Meta,23,Rhizosphere
3300041965,Grasslands,46.25,-119.73,Meta,617,Grasslands
3300042157,Rhizosphere,41.2,-97.94,Meta,4,Rhizosphere
3300040119,Unclassified,-13.77,141.89,Meta,1,Unclassified
3300028707,Floodplain,38.92,-106.95,Meta,9,Other
3300049743,Rhizosphere,29.41,-82.18,Meta,3,Rhizosphere
3300012863,Unclassified,43.07,-89.4,Meta,32,Unclassified
3300050141,Peat,68.35,19.05,Meta,15,Peat
3300036826,Agricultural land,26.65,-80.63,Meta,105,Agricultural land
3300021083,Peat,68.35,19.05,Meta,171,Peat
3300043357,Watershed,38.86,-107.09,Meta,1,Other
3300015077,Agricultural land,43.3,-89.38,Meta,1,Agricultural land
3300043658,Watershed,38.99,-107.01,Meta,1,Other
3300021000,Temperate forest,42.48,-72.18,Meta,9,Temperate forest
3300044837,Unclassified,40.51,-106.05,Meta,32,Unclassified
3300047408,Temperate forest,46.31,-92.3,Meta,3,Temperate forest
3300052391,Unclassified,38.99,-123.07,Meta,1,Unclassified
3300050136,Peat,68.35,19.05,Meta,38,Peat
