KO	GO	GO_term
K09501	GO:0004867	serine-type endopeptidase inhibitor activity
K09501	GO:0004867	serine-type endopeptidase inhibitor activity
K09501	GO:0004867	serine-type endopeptidase inhibitor activity
K09501	GO:0004867	serine-type endopeptidase inhibitor activity
K09501	GO:0004867	serine-type endopeptidase inhibitor activity
K09501	GO:0004867	serine-type endopeptidase inhibitor activity
K09501	GO:0004867	serine-type endopeptidase inhibitor activity
K09501	GO:0004867	serine-type endopeptidase inhibitor activity
K09501	GO:0004867	serine-type endopeptidase inhibitor activity
K09561	GO:0046332	SMAD binding
K09561	GO:0051879	Hsp90 protein binding
K09563	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K09563	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K09563	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K09563	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K09564	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K09564	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K09564	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K09564	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K09565	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K09565	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K09565	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K09565	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K09566	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K09566	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K09566	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K09566	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K09567	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K09567	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K09567	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K09567	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K09594	GO:0005085	guanyl-nucleotide exchange factor activity
K09594	GO:0005085	guanyl-nucleotide exchange factor activity
K09594	GO:0005085	guanyl-nucleotide exchange factor activity
K09594	GO:0005085	guanyl-nucleotide exchange factor activity
K09594	GO:0005085	guanyl-nucleotide exchange factor activity
K09594	GO:0005085	guanyl-nucleotide exchange factor activity
K09594	GO:0005085	guanyl-nucleotide exchange factor activity
K09594	GO:0005085	guanyl-nucleotide exchange factor activity
K09595	GO:0042500	aspartic endopeptidase activity, intramembrane cleaving
K09595	GO:0042500	aspartic endopeptidase activity, intramembrane cleaving
K09596	GO:0042500	aspartic endopeptidase activity, intramembrane cleaving
K09596	GO:0042500	aspartic endopeptidase activity, intramembrane cleaving
K09598	GO:0042500	aspartic endopeptidase activity, intramembrane cleaving
K09598	GO:0042500	aspartic endopeptidase activity, intramembrane cleaving
K09602	GO:0004843	cysteine-type deubiquitinase activity
K09602	GO:0004843	cysteine-type deubiquitinase activity
K09602	GO:0004843	cysteine-type deubiquitinase activity
K09602	GO:0004843	cysteine-type deubiquitinase activity
K09602	GO:0004843	cysteine-type deubiquitinase activity
K09603	GO:0004843	cysteine-type deubiquitinase activity
K09603	GO:0004843	cysteine-type deubiquitinase activity
K09603	GO:0004843	cysteine-type deubiquitinase activity
K09603	GO:0004843	cysteine-type deubiquitinase activity
K09603	GO:0004843	cysteine-type deubiquitinase activity
K09645	GO:0004185	serine-type carboxypeptidase activity
K09645	GO:0004185	serine-type carboxypeptidase activity
K09645	GO:0004185	serine-type carboxypeptidase activity
K09680	GO:0004594	pantothenate kinase activity
K09680	GO:0004594	pantothenate kinase activity
K09716	GO:0051499	D-aminoacyl-tRNA deacylase activity
K09716	GO:0051499	D-aminoacyl-tRNA deacylase activity
K09739	GO:0004150	dihydroneopterin aldolase activity
K09756	GO:0004185	serine-type carboxypeptidase activity
K09756	GO:0004185	serine-type carboxypeptidase activity
K09756	GO:0004185	serine-type carboxypeptidase activity
K09757	GO:0004185	serine-type carboxypeptidase activity
K09757	GO:0004185	serine-type carboxypeptidase activity
K09757	GO:0004185	serine-type carboxypeptidase activity
K09761	GO:0070042	rRNA (uridine-N3-)-methyltransferase activity
K09767	GO:0035438	cyclic-di-GMP binding
K09767	GO:0035438	cyclic-di-GMP binding
K09809	GO:0047355	CDP-glycerol glycerophosphotransferase activity
K09821	GO:0004867	serine-type endopeptidase inhibitor activity
K09821	GO:0004867	serine-type endopeptidase inhibitor activity
K09821	GO:0004867	serine-type endopeptidase inhibitor activity
K09821	GO:0004867	serine-type endopeptidase inhibitor activity
K09821	GO:0004867	serine-type endopeptidase inhibitor activity
K09821	GO:0004867	serine-type endopeptidase inhibitor activity
K09821	GO:0004867	serine-type endopeptidase inhibitor activity
K09821	GO:0004867	serine-type endopeptidase inhibitor activity
K09821	GO:0004867	serine-type endopeptidase inhibitor activity
K09821	GO:0004867	serine-type endopeptidase inhibitor activity
K09821	GO:0004867	serine-type endopeptidase inhibitor activity
K09834	GO:0009976	tocopherol cyclase activity
K09839	GO:0046422	violaxanthin de-epoxidase activity
K09993	GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity
K09993	GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity
K10080	GO:0005537	mannose binding
K10080	GO:0005537	mannose binding
K10082	GO:0005537	mannose binding
K10082	GO:0005537	mannose binding
K10106	GO:0008488	gamma-glutamyl carboxylase activity
K10125	GO:0000155	phosphorelay sensor kinase activity
K10125	GO:0000155	phosphorelay sensor kinase activity
K10125	GO:0000155	phosphorelay sensor kinase activity
K10125	GO:0000155	phosphorelay sensor kinase activity
K10125	GO:0000155	phosphorelay sensor kinase activity
K10125	GO:0000155	phosphorelay sensor kinase activity
K10125	GO:0000155	phosphorelay sensor kinase activity
K10125	GO:0000155	phosphorelay sensor kinase activity
K10125	GO:0000155	phosphorelay sensor kinase activity
K10125	GO:0000155	phosphorelay sensor kinase activity
K10126	GO:0000156	phosphorelay response regulator activity
K10126	GO:0000156	phosphorelay response regulator activity
K10139	GO:0004867	serine-type endopeptidase inhibitor activity
K10139	GO:0004867	serine-type endopeptidase inhibitor activity
K10139	GO:0004867	serine-type endopeptidase inhibitor activity
K10139	GO:0004867	serine-type endopeptidase inhibitor activity
K10139	GO:0004867	serine-type endopeptidase inhibitor activity
K10139	GO:0004867	serine-type endopeptidase inhibitor activity
K10139	GO:0004867	serine-type endopeptidase inhibitor activity
K10139	GO:0004867	serine-type endopeptidase inhibitor activity
K10139	GO:0004867	serine-type endopeptidase inhibitor activity
K10139	GO:0004867	serine-type endopeptidase inhibitor activity
K10139	GO:0004867	serine-type endopeptidase inhibitor activity
K10157	GO:0015018	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity
K10158	GO:0015018	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity
K10203	GO:0009922	fatty acid elongase activity
K10205	GO:0009922	fatty acid elongase activity
K10244	GO:0009922	fatty acid elongase activity
K10245	GO:0009922	fatty acid elongase activity
K10246	GO:0009922	fatty acid elongase activity
K10247	GO:0009922	fatty acid elongase activity
K10248	GO:0009922	fatty acid elongase activity
K10249	GO:0009922	fatty acid elongase activity
K10250	GO:0009922	fatty acid elongase activity
K10254	GO:0050151	oleate hydratase activity
K10300	GO:0043138	3'-5' DNA helicase activity
K10300	GO:0043138	3'-5' DNA helicase activity
K10359	GO:0030507	spectrin binding
K10389	GO:0005874	microtubule
K10389	GO:0005874	microtubule
K10389	GO:0005874	microtubule
K10390	GO:0005874	microtubule
K10390	GO:0005874	microtubule
K10390	GO:0005874	microtubule
K10391	GO:0005874	microtubule
K10391	GO:0005874	microtubule
K10391	GO:0005874	microtubule
K10392	GO:0003777	microtubule motor activity
K10393	GO:0003777	microtubule motor activity
K10394	GO:0003777	microtubule motor activity
K10395	GO:0003777	microtubule motor activity
K10396	GO:0003777	microtubule motor activity
K10397	GO:0003777	microtubule motor activity
K10398	GO:0003777	microtubule motor activity
K10399	GO:0003777	microtubule motor activity
K10400	GO:0003777	microtubule motor activity
K10401	GO:0003777	microtubule motor activity
K10402	GO:0003777	microtubule motor activity
K10403	GO:0003777	microtubule motor activity
K10404	GO:0003777	microtubule motor activity
K10405	GO:0003777	microtubule motor activity
K10406	GO:0003777	microtubule motor activity
K10407	GO:0003777	microtubule motor activity
K10484	GO:0033557	Slx1-Slx4 complex
K10567	GO:0019104	DNA N-glycosylase activity
K10568	GO:0019104	DNA N-glycosylase activity
K10569	GO:0019104	DNA N-glycosylase activity
K10572	GO:0035299	inositol pentakisphosphate 2-kinase activity
K10586	GO:0043027	cysteine-type endopeptidase inhibitor activity involved in apoptotic process
K10598	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K10598	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K10598	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K10598	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
K10670	GO:0030699	glycine reductase activity
K10671	GO:0030699	glycine reductase activity
K10672	GO:0030699	glycine reductase activity
K10681	GO:0000155	phosphorelay sensor kinase activity
K10681	GO:0000155	phosphorelay sensor kinase activity
K10681	GO:0000155	phosphorelay sensor kinase activity
K10681	GO:0000155	phosphorelay sensor kinase activity
K10681	GO:0000155	phosphorelay sensor kinase activity
K10681	GO:0000155	phosphorelay sensor kinase activity
K10681	GO:0000155	phosphorelay sensor kinase activity
K10681	GO:0000155	phosphorelay sensor kinase activity
K10681	GO:0000155	phosphorelay sensor kinase activity
K10681	GO:0000155	phosphorelay sensor kinase activity
K10682	GO:0000156	phosphorelay response regulator activity
K10682	GO:0000156	phosphorelay response regulator activity
K10697	GO:0000156	phosphorelay response regulator activity
K10697	GO:0000156	phosphorelay response regulator activity
K10715	GO:0000155	phosphorelay sensor kinase activity
K10715	GO:0000155	phosphorelay sensor kinase activity
K10715	GO:0000155	phosphorelay sensor kinase activity
K10715	GO:0000155	phosphorelay sensor kinase activity
K10715	GO:0000155	phosphorelay sensor kinase activity
K10715	GO:0000155	phosphorelay sensor kinase activity
K10715	GO:0000155	phosphorelay sensor kinase activity
K10715	GO:0000155	phosphorelay sensor kinase activity
K10715	GO:0000155	phosphorelay sensor kinase activity
K10715	GO:0000155	phosphorelay sensor kinase activity
K10743	GO:0004523	RNA-DNA hybrid ribonuclease activity
K10743	GO:0004523	RNA-DNA hybrid ribonuclease activity
K10743	GO:0004523	RNA-DNA hybrid ribonuclease activity
K10743	GO:0004523	RNA-DNA hybrid ribonuclease activity
K10743	GO:0004523	RNA-DNA hybrid ribonuclease activity
K10747	GO:0003910	DNA ligase (ATP) activity
K10747	GO:0003910	DNA ligase (ATP) activity
K10747	GO:0003910	DNA ligase (ATP) activity
K10747	GO:0003910	DNA ligase (ATP) activity
K10761	GO:0008193	tRNA guanylyltransferase activity
K10765	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity
K10765	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity
K10765	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity
K10772	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity
K10772	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity
K10772	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity
K10773	GO:0008534	oxidized purine nucleobase lesion DNA N-glycosylase activity
K10776	GO:0003910	DNA ligase (ATP) activity
K10776	GO:0003910	DNA ligase (ATP) activity
K10776	GO:0003910	DNA ligase (ATP) activity
K10776	GO:0003910	DNA ligase (ATP) activity
K10777	GO:0003910	DNA ligase (ATP) activity
K10777	GO:0003910	DNA ligase (ATP) activity
K10777	GO:0003910	DNA ligase (ATP) activity
K10777	GO:0003910	DNA ligase (ATP) activity
K10778	GO:0003908	methylated-DNA-[protein]-cysteine S-methyltransferase activity
K10788	GO:0004601	peroxidase activity
K10788	GO:0004601	peroxidase activity
K10788	GO:0004601	peroxidase activity
K10788	GO:0004601	peroxidase activity
K10789	GO:0004601	peroxidase activity
K10789	GO:0004601	peroxidase activity
K10789	GO:0004601	peroxidase activity
K10789	GO:0004601	peroxidase activity
K10798	GO:0003950	NAD+ ADP-ribosyltransferase activity
K10798	GO:0003950	NAD+ ADP-ribosyltransferase activity
K10798	GO:0003950	NAD+ ADP-ribosyltransferase activity
K10799	GO:0003950	NAD+ ADP-ribosyltransferase activity
K10799	GO:0003950	NAD+ ADP-ribosyltransferase activity
K10799	GO:0003950	NAD+ ADP-ribosyltransferase activity
K10804	GO:0004064	arylesterase activity
K10807	GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
K10807	GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
K10808	GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
K10808	GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
K10812	GO:0015018	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity
K10819	GO:0004673	protein histidine kinase activity
K10819	GO:0004673	protein histidine kinase activity
K10819	GO:0004673	protein histidine kinase activity
K10819	GO:0004673	protein histidine kinase activity
K10819	GO:0004673	protein histidine kinase activity
K10819	GO:0004673	protein histidine kinase activity
K10819	GO:0004673	protein histidine kinase activity
K10819	GO:0004673	protein histidine kinase activity
K10843	GO:0043138	3'-5' DNA helicase activity
K10843	GO:0043138	3'-5' DNA helicase activity
K10876	GO:0003678	DNA helicase activity
K10876	GO:0003678	DNA helicase activity
K10876	GO:0003678	DNA helicase activity
K10876	GO:0003678	DNA helicase activity
K10876	GO:0003678	DNA helicase activity
K10876	GO:0003678	DNA helicase activity
K10876	GO:0003678	DNA helicase activity
K10876	GO:0003678	DNA helicase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10908	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
K10909	GO:0000155	phosphorelay sensor kinase activity
K10909	GO:0000155	phosphorelay sensor kinase activity
K10909	GO:0000155	phosphorelay sensor kinase activity
K10909	GO:0000155	phosphorelay sensor kinase activity
K10909	GO:0000155	phosphorelay sensor kinase activity
K10909	GO:0000155	phosphorelay sensor kinase activity
K10909	GO:0000155	phosphorelay sensor kinase activity
K10909	GO:0000155	phosphorelay sensor kinase activity
K10909	GO:0000155	phosphorelay sensor kinase activity
K10909	GO:0000155	phosphorelay sensor kinase activity
K10909	GO:0000156	phosphorelay response regulator activity
K10909	GO:0000156	phosphorelay response regulator activity
K10912	GO:0000156	phosphorelay response regulator activity
K10912	GO:0000156	phosphorelay response regulator activity
K10916	GO:0000155	phosphorelay sensor kinase activity
K10916	GO:0000155	phosphorelay sensor kinase activity
K10916	GO:0000155	phosphorelay sensor kinase activity
K10916	GO:0000155	phosphorelay sensor kinase activity
K10916	GO:0000155	phosphorelay sensor kinase activity
K10916	GO:0000155	phosphorelay sensor kinase activity
K10916	GO:0000155	phosphorelay sensor kinase activity
K10916	GO:0000155	phosphorelay sensor kinase activity
K10916	GO:0000155	phosphorelay sensor kinase activity
K10916	GO:0000155	phosphorelay sensor kinase activity
K10916	GO:0000156	phosphorelay response regulator activity
K10916	GO:0000156	phosphorelay response regulator activity
K10928	GO:0047286	NAD+-diphthamide ADP-ribosyltransferase activity
K10942	GO:0000155	phosphorelay sensor kinase activity
K10942	GO:0000155	phosphorelay sensor kinase activity
K10942	GO:0000155	phosphorelay sensor kinase activity
K10942	GO:0000155	phosphorelay sensor kinase activity
K10942	GO:0000155	phosphorelay sensor kinase activity
K10942	GO:0000155	phosphorelay sensor kinase activity
K10942	GO:0000155	phosphorelay sensor kinase activity
K10942	GO:0000155	phosphorelay sensor kinase activity
K10942	GO:0000155	phosphorelay sensor kinase activity
K10942	GO:0000155	phosphorelay sensor kinase activity
K10943	GO:0000156	phosphorelay response regulator activity
K10943	GO:0000156	phosphorelay response regulator activity
K10967	GO:0000030	mannosyltransferase activity
K10967	GO:0000030	mannosyltransferase activity
K10967	GO:0000030	mannosyltransferase activity
K10967	GO:0000030	mannosyltransferase activity
K10981	GO:0003887	DNA-directed DNA polymerase activity
K10981	GO:0003887	DNA-directed DNA polymerase activity
K10981	GO:0003887	DNA-directed DNA polymerase activity
K10981	GO:0003887	DNA-directed DNA polymerase activity
K10981	GO:0003887	DNA-directed DNA polymerase activity
K10981	GO:0003887	DNA-directed DNA polymerase activity
K10981	GO:0003887	DNA-directed DNA polymerase activity
K10981	GO:0003887	DNA-directed DNA polymerase activity
K10981	GO:0003887	DNA-directed DNA polymerase activity
K10981	GO:0003887	DNA-directed DNA polymerase activity
K10981	GO:0003887	DNA-directed DNA polymerase activity
K10981	GO:0003887	DNA-directed DNA polymerase activity
K10981	GO:0003887	DNA-directed DNA polymerase activity
K10981	GO:0003887	DNA-directed DNA polymerase activity
K10981	GO:0003887	DNA-directed DNA polymerase activity
K10981	GO:0003887	DNA-directed DNA polymerase activity
K10981	GO:0003887	DNA-directed DNA polymerase activity
K10981	GO:0003887	DNA-directed DNA polymerase activity
K10981	GO:0003887	DNA-directed DNA polymerase activity
K10981	GO:0003887	DNA-directed DNA polymerase activity
K10984	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10984	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10984	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10984	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10984	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10984	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10984	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10984	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10985	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10985	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10985	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10985	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10985	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10985	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10985	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10985	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10986	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10986	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10986	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10986	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10986	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10986	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10986	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10986	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K10989	GO:0004126	cytidine deaminase activity
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K10999	GO:0005886	plasma membrane
K11029	GO:0008294	calcium- and calmodulin-responsive adenylate cyclase activity
K11066	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
K11066	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
K11136	GO:0003678	DNA helicase activity
K11136	GO:0003678	DNA helicase activity
K11136	GO:0003678	DNA helicase activity
K11136	GO:0003678	DNA helicase activity
K11136	GO:0003678	DNA helicase activity
K11136	GO:0003678	DNA helicase activity
K11136	GO:0003678	DNA helicase activity
K11136	GO:0003678	DNA helicase activity
K11145	GO:0004525	ribonuclease III activity
K11145	GO:0004525	ribonuclease III activity
K11155	GO:0004144	diacylglycerol O-acyltransferase activity
K11160	GO:0004144	diacylglycerol O-acyltransferase activity
K11176	GO:0003937	IMP cyclohydrolase activity
K11176	GO:0003937	IMP cyclohydrolase activity
K11182	GO:0008131	primary amine oxidase activity
K11182	GO:0008131	primary amine oxidase activity
K11182	GO:0008131	primary amine oxidase activity
K11183	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11183	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11183	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11183	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11183	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11183	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11183	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11183	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11185	GO:0051920	peroxiredoxin activity
K11185	GO:0051920	peroxiredoxin activity
K11186	GO:0051920	peroxiredoxin activity
K11186	GO:0051920	peroxiredoxin activity
K11188	GO:0004601	peroxidase activity
K11188	GO:0004601	peroxidase activity
K11188	GO:0004601	peroxidase activity
K11188	GO:0004601	peroxidase activity
K11188	GO:0051920	peroxiredoxin activity
K11188	GO:0051920	peroxiredoxin activity
K11192	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11192	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11192	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11192	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11192	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11192	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11192	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11192	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11194	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11194	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11194	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11194	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11194	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11194	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11194	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11194	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11195	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11195	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11195	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11195	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11195	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11195	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11195	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11195	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11196	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11196	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11196	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11196	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11196	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11196	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11196	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11196	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11200	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11200	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11200	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11200	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11200	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11200	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11200	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11200	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K11201	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
