KO	Module	Module_desc
K09840	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid
K09841	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid
K09842	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid
K00023	M00373	Ethylmalonyl pathway
K17865	M00373	Ethylmalonyl pathway
K14446	M00373	Ethylmalonyl pathway
K14447	M00373	Ethylmalonyl pathway
K14448	M00373	Ethylmalonyl pathway
K14449	M00373	Ethylmalonyl pathway
K14449	M00376	3-Hydroxypropionate bi-cycle
K14449	M00740	Methylaspartate cycle
K14451	M00373	Ethylmalonyl pathway
K01965	M00373	Ethylmalonyl pathway
K01965	M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA
K01966	M00373	Ethylmalonyl pathway
K01966	M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA
K05606	M00373	Ethylmalonyl pathway
K05606	M00375	Hydroxypropionate-hydroxybutylate cycle
K05606	M00376	3-Hydroxypropionate bi-cycle
K05606	M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA
K01847	M00373	Ethylmalonyl pathway
K01847	M00376	3-Hydroxypropionate bi-cycle
K01847	M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA
K15038	M00374	Dicarboxylate-hydroxybutyrate cycle
K15038	M00375	Hydroxypropionate-hydroxybutylate cycle
K15017	M00374	Dicarboxylate-hydroxybutyrate cycle
K15017	M00375	Hydroxypropionate-hydroxybutylate cycle
K15017	M00375	Hydroxypropionate-hydroxybutylate cycle
K14465	M00374	Dicarboxylate-hydroxybutyrate cycle
K14465	M00375	Hydroxypropionate-hydroxybutylate cycle
K14467	M00374	Dicarboxylate-hydroxybutyrate cycle
K18861	M00374	Dicarboxylate-hydroxybutyrate cycle
K18861	M00375	Hydroxypropionate-hydroxybutylate cycle
K25774	M00374	Dicarboxylate-hydroxybutyrate cycle
K25774	M00375	Hydroxypropionate-hydroxybutylate cycle
K14534	M00374	Dicarboxylate-hydroxybutyrate cycle
K14534	M00375	Hydroxypropionate-hydroxybutylate cycle
K15016	M00374	Dicarboxylate-hydroxybutyrate cycle
K15016	M00375	Hydroxypropionate-hydroxybutylate cycle
K01964	M00375	Hydroxypropionate-hydroxybutylate cycle
K01964	M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA
K15037	M00375	Hydroxypropionate-hydroxybutylate cycle
K15037	M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA
K15036	M00375	Hydroxypropionate-hydroxybutylate cycle
K15036	M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA
K15039	M00375	Hydroxypropionate-hydroxybutylate cycle
K15018	M00375	Hydroxypropionate-hydroxybutylate cycle
K15019	M00375	Hydroxypropionate-hydroxybutylate cycle
K15020	M00375	Hydroxypropionate-hydroxybutylate cycle
K01848	M00375	Hydroxypropionate-hydroxybutylate cycle
K01848	M00376	3-Hydroxypropionate bi-cycle
K01848	M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA
K01849	M00375	Hydroxypropionate-hydroxybutylate cycle
K01849	M00376	3-Hydroxypropionate bi-cycle
K01849	M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA
K14466	M00375	Hydroxypropionate-hydroxybutylate cycle
K14468	M00376	3-Hydroxypropionate bi-cycle
K14469	M00376	3-Hydroxypropionate bi-cycle
K15052	M00376	3-Hydroxypropionate bi-cycle
K14471	M00376	3-Hydroxypropionate bi-cycle
K14472	M00376	3-Hydroxypropionate bi-cycle
K14470	M00376	3-Hydroxypropionate bi-cycle
K09709	M00376	3-Hydroxypropionate bi-cycle
K00198	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
K05299	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
K15022	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
K22015	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
K25123	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
K25124	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
K00297	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
K25007	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
K25008	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
K15023	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
K14138	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
K11780	M00378	F420 biosynthesis, archaea
K11781	M00378	F420 biosynthesis, archaea
K14941	M00378	F420 biosynthesis, archaea
K11212	M00378	F420 biosynthesis, archaea
K12234	M00378	F420 biosynthesis, archaea
K10247	M00415	Fatty acid elongation in endoplasmic reticulum
K10205	M00415	Fatty acid elongation in endoplasmic reticulum
K10248	M00415	Fatty acid elongation in endoplasmic reticulum
K10249	M00415	Fatty acid elongation in endoplasmic reticulum
K10244	M00415	Fatty acid elongation in endoplasmic reticulum
K10203	M00415	Fatty acid elongation in endoplasmic reticulum
K10250	M00415	Fatty acid elongation in endoplasmic reticulum
K15397	M00415	Fatty acid elongation in endoplasmic reticulum
K10245	M00415	Fatty acid elongation in endoplasmic reticulum
K10246	M00415	Fatty acid elongation in endoplasmic reticulum
K10251	M00415	Fatty acid elongation in endoplasmic reticulum
K10703	M00415	Fatty acid elongation in endoplasmic reticulum
K02827	M00416	Cytochrome aa3-600 menaquinol oxidase
K02826	M00416	Cytochrome aa3-600 menaquinol oxidase
K02828	M00416	Cytochrome aa3-600 menaquinol oxidase
K02829	M00416	Cytochrome aa3-600 menaquinol oxidase
K02297	M00417	Cytochrome o ubiquinol oxidase
K02298	M00417	Cytochrome o ubiquinol oxidase
K02299	M00417	Cytochrome o ubiquinol oxidase
K02300	M00417	Cytochrome o ubiquinol oxidase
K07540	M00418	Toluene degradation, anaerobic, toluene => benzoyl-CoA
K07543	M00418	Toluene degradation, anaerobic, toluene => benzoyl-CoA
K07544	M00418	Toluene degradation, anaerobic, toluene => benzoyl-CoA
K07545	M00418	Toluene degradation, anaerobic, toluene => benzoyl-CoA
K07546	M00418	Toluene degradation, anaerobic, toluene => benzoyl-CoA
K07547	M00418	Toluene degradation, anaerobic, toluene => benzoyl-CoA
K07548	M00418	Toluene degradation, anaerobic, toluene => benzoyl-CoA
K07549	M00418	Toluene degradation, anaerobic, toluene => benzoyl-CoA
K07550	M00418	Toluene degradation, anaerobic, toluene => benzoyl-CoA
K10616	M00419	Cymene degradation, p-cymene => p-cumate
K18293	M00419	Cymene degradation, p-cymene => p-cumate
K10617	M00419	Cymene degradation, p-cymene => p-cumate
K10618	M00419	Cymene degradation, p-cymene => p-cumate
K00192	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA
K00195	M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA
K01649	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
K01702	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
K01703	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
K01703	M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
K01704	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
K01704	M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
K00052	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
K00052	M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
K16792	M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate
K16792	M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate
K16793	M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate
K16793	M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate
K05822	M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine
K00841	M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine
K05823	M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine
K03340	M00526	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
K10206	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
K10535	M00528	Nitrification, ammonia => nitrite
K10535	M00804	Complete nitrification, comammox, ammonia => nitrite => nitrate
K00370	M00529	Denitrification, nitrate => nitrogen
K00370	M00530	Dissimilatory nitrate reduction, nitrate => ammonia
K00370	M00804	Complete nitrification, comammox, ammonia => nitrite => nitrate
K00371	M00529	Denitrification, nitrate => nitrogen
K00371	M00530	Dissimilatory nitrate reduction, nitrate => ammonia
K00371	M00804	Complete nitrification, comammox, ammonia => nitrite => nitrate
K00374	M00529	Denitrification, nitrate => nitrogen
K00374	M00530	Dissimilatory nitrate reduction, nitrate => ammonia
K02567	M00529	Denitrification, nitrate => nitrogen
K02567	M00530	Dissimilatory nitrate reduction, nitrate => ammonia
K02568	M00529	Denitrification, nitrate => nitrogen
K02568	M00530	Dissimilatory nitrate reduction, nitrate => ammonia
K00368	M00529	Denitrification, nitrate => nitrogen
K00368	M00973	Anammox, nitrite + ammonia => nitrogen
K15864	M00529	Denitrification, nitrate => nitrogen
K15864	M00973	Anammox, nitrite + ammonia => nitrogen
K04561	M00529	Denitrification, nitrate => nitrogen
K02305	M00529	Denitrification, nitrate => nitrogen
K00376	M00529	Denitrification, nitrate => nitrogen
K00362	M00530	Dissimilatory nitrate reduction, nitrate => ammonia
K00363	M00530	Dissimilatory nitrate reduction, nitrate => ammonia
K03385	M00530	Dissimilatory nitrate reduction, nitrate => ammonia
K15876	M00530	Dissimilatory nitrate reduction, nitrate => ammonia
K00367	M00531	Assimilatory nitrate reduction, nitrate => ammonia
K10534	M00531	Assimilatory nitrate reduction, nitrate => ammonia
K00372	M00531	Assimilatory nitrate reduction, nitrate => ammonia
K00360	M00531	Assimilatory nitrate reduction, nitrate => ammonia
K00366	M00531	Assimilatory nitrate reduction, nitrate => ammonia
K17877	M00531	Assimilatory nitrate reduction, nitrate => ammonia
K26139	M00531	Assimilatory nitrate reduction, nitrate => ammonia
K26138	M00531	Assimilatory nitrate reduction, nitrate => ammonia
K00361	M00531	Assimilatory nitrate reduction, nitrate => ammonia
K19269	M00532	Photorespiration
K11517	M00532	Photorespiration
K03781	M00532	Photorespiration
K15893	M00532	Photorespiration
K15919	M00532	Photorespiration
K15918	M00532	Photorespiration
K00281	M00532	Photorespiration
K00281	M00621	Glycine cleavage system
K00605	M00532	Photorespiration
K00605	M00621	Glycine cleavage system
K02437	M00532	Photorespiration
K00455	M00533	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate
K00151	M00533	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate
K01826	M00533	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate
K05921	M00533	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate
K14579	M00534	Naphthalene degradation, naphthalene => salicylate
K14580	M00534	Naphthalene degradation, naphthalene => salicylate
K14578	M00534	Naphthalene degradation, naphthalene => salicylate
K14578	M00638	Salicylate degradation, salicylate => gentisate
K14581	M00534	Naphthalene degradation, naphthalene => salicylate
K14581	M00638	Salicylate degradation, salicylate => gentisate
K14582	M00534	Naphthalene degradation, naphthalene => salicylate
K14583	M00534	Naphthalene degradation, naphthalene => salicylate
K14584	M00534	Naphthalene degradation, naphthalene => salicylate
K14585	M00534	Naphthalene degradation, naphthalene => salicylate
K00152	M00534	Naphthalene degradation, naphthalene => salicylate
K09011	M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
K15757	M00537	Xylene degradation, xylene => methylbenzoate
K15758	M00537	Xylene degradation, xylene => methylbenzoate
K00055	M00537	Xylene degradation, xylene => methylbenzoate
K00055	M00538	Toluene degradation, toluene => benzoate
K00141	M00537	Xylene degradation, xylene => methylbenzoate
K00141	M00538	Toluene degradation, toluene => benzoate
K15760	M00538	Toluene degradation, toluene => benzoate
K15761	M00538	Toluene degradation, toluene => benzoate
K15762	M00538	Toluene degradation, toluene => benzoate
K15763	M00538	Toluene degradation, toluene => benzoate
K15764	M00538	Toluene degradation, toluene => benzoate
K15765	M00538	Toluene degradation, toluene => benzoate
K10619	M00539	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate
K16303	M00539	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate
K16304	M00539	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate
K18227	M00539	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate
K10620	M00539	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate
K10621	M00539	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate
K10622	M00539	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate
K10623	M00539	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate
K04116	M00540	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA
K04117	M00540	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA
K07534	M00540	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA
K07535	M00540	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA
K07536	M00540	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA
K04112	M00541	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA
K04113	M00541	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA
K04114	M00541	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA
K04115	M00541	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA
K19515	M00541	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA
K19516	M00541	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA
K07537	M00541	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA
K07538	M00541	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA
K07539	M00541	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA
K03221	M00542	EHEC/EPEC pathogenicity signature, T3SS and effectors
K03219	M00542	EHEC/EPEC pathogenicity signature, T3SS and effectors
K03222	M00542	EHEC/EPEC pathogenicity signature, T3SS and effectors
K03222	M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors
K03226	M00542	EHEC/EPEC pathogenicity signature, T3SS and effectors
K03226	M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors
K03227	M00542	EHEC/EPEC pathogenicity signature, T3SS and effectors
K03227	M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors
K03228	M00542	EHEC/EPEC pathogenicity signature, T3SS and effectors
K03228	M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors
K03229	M00542	EHEC/EPEC pathogenicity signature, T3SS and effectors
K03229	M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors
K03230	M00542	EHEC/EPEC pathogenicity signature, T3SS and effectors
K03230	M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors
K03224	M00542	EHEC/EPEC pathogenicity signature, T3SS and effectors
K03224	M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors
K03225	M00542	EHEC/EPEC pathogenicity signature, T3SS and effectors
K03225	M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors
K08689	M00543	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate
K15750	M00543	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate
K18087	M00543	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate
K18088	M00543	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate
K08690	M00543	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate
K00462	M00543	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate
K10222	M00543	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate
K15751	M00544	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate
K15752	M00544	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate
K15753	M00544	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate
K15754	M00544	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate
K15755	M00544	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate
K15756	M00544	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate
K05708	M00545	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
K05709	M00545	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
K05710	M00545	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
K00529	M00545	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
K05711	M00545	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
K05712	M00545	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
K05713	M00545	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
K05714	M00545	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
K02554	M00545	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
K02554	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
K01666	M00545	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
K01666	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
K04073	M00545	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA
K04073	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
K00106	M00546	Purine degradation, xanthine => urea
K00106	M00958	Adenine ribonucleotide degradation, AMP => Urate
K00106	M00959	Guanine ribonucleotide degradation, GMP => Urate
K00087	M00546	Purine degradation, xanthine => urea
K00087	M00958	Adenine ribonucleotide degradation, AMP => Urate
K00087	M00959	Guanine ribonucleotide degradation, GMP => Urate
K13479	M00546	Purine degradation, xanthine => urea
K13479	M00958	Adenine ribonucleotide degradation, AMP => Urate
K13479	M00959	Guanine ribonucleotide degradation, GMP => Urate
K13480	M00546	Purine degradation, xanthine => urea
K13480	M00958	Adenine ribonucleotide degradation, AMP => Urate
K13480	M00959	Guanine ribonucleotide degradation, GMP => Urate
K13481	M00546	Purine degradation, xanthine => urea
K13481	M00958	Adenine ribonucleotide degradation, AMP => Urate
K13481	M00959	Guanine ribonucleotide degradation, GMP => Urate
K13482	M00546	Purine degradation, xanthine => urea
K13482	M00958	Adenine ribonucleotide degradation, AMP => Urate
K13482	M00959	Guanine ribonucleotide degradation, GMP => Urate
K11177	M00546	Purine degradation, xanthine => urea
K11177	M00958	Adenine ribonucleotide degradation, AMP => Urate
K11177	M00959	Guanine ribonucleotide degradation, GMP => Urate
K11178	M00546	Purine degradation, xanthine => urea
K11178	M00958	Adenine ribonucleotide degradation, AMP => Urate
K11178	M00959	Guanine ribonucleotide degradation, GMP => Urate
K13483	M00546	Purine degradation, xanthine => urea
K13483	M00958	Adenine ribonucleotide degradation, AMP => Urate
K13483	M00959	Guanine ribonucleotide degradation, GMP => Urate
K00365	M00546	Purine degradation, xanthine => urea
K16838	M00546	Purine degradation, xanthine => urea
K16838	M00546	Purine degradation, xanthine => urea
K16839	M00546	Purine degradation, xanthine => urea
K22879	M00546	Purine degradation, xanthine => urea
K13484	M00546	Purine degradation, xanthine => urea
K07127	M00546	Purine degradation, xanthine => urea
K13485	M00546	Purine degradation, xanthine => urea
K16840	M00546	Purine degradation, xanthine => urea
K01466	M00546	Purine degradation, xanthine => urea
K16842	M00546	Purine degradation, xanthine => urea
K01477	M00546	Purine degradation, xanthine => urea
K03268	M00547	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol
K16268	M00547	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol
K18089	M00547	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol
K18090	M00547	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol
K16269	M00547	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol
K16249	M00548	Benzene degradation, benzene => catechol
K16243	M00548	Benzene degradation, benzene => catechol
K16244	M00548	Benzene degradation, benzene => catechol
K16242	M00548	Benzene degradation, benzene => catechol
K16245	M00548	Benzene degradation, benzene => catechol
K16246	M00548	Benzene degradation, benzene => catechol
K01835	M00549	Nucleotide sugar biosynthesis, glucose => UDP-glucose
K01835	M00855	Glycogen degradation, glycogen => glucose-6P
K15778	M00549	Nucleotide sugar biosynthesis, glucose => UDP-glucose
K15778	M00855	Glycogen degradation, glycogen => glucose-6P
K02821	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P
K02822	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P
K03475	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P
K03476	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P
K03078	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P
K03079	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P
K03077	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P
K05549	M00551	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol
K05550	M00551	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol
K05784	M00551	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol
K05783	M00551	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol
K01684	M00552	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P
K00883	M00552	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P
K01631	M00552	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P
K00849	M00554	Nucleotide sugar biosynthesis, galactose => UDP-galactose
K00849	M00632	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P
K00965	M00554	Nucleotide sugar biosynthesis, galactose => UDP-galactose
K00965	M00632	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P
K17755	M00555	Betaine biosynthesis, choline => betaine
K00108	M00555	Betaine biosynthesis, choline => betaine
K11440	M00555	Betaine biosynthesis, choline => betaine
K00499	M00555	Betaine biosynthesis, choline => betaine
K00130	M00555	Betaine biosynthesis, choline => betaine
K14082	M00563	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane
K16177	M00563	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane
K16176	M00563	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane
K16179	M00563	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane
K16178	M00563	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane
K14084	M00563	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane
K12086	M00564	Helicobacter pylori pathogenicity signature, cagA pathogenicity island
K03196	M00564	Helicobacter pylori pathogenicity signature, cagA pathogenicity island
K12095	M00564	Helicobacter pylori pathogenicity signature, cagA pathogenicity island
K12097	M00564	Helicobacter pylori pathogenicity signature, cagA pathogenicity island
K12108	M00564	Helicobacter pylori pathogenicity signature, cagA pathogenicity island
K12110	M00564	Helicobacter pylori pathogenicity signature, cagA pathogenicity island
K00975	M00565	Trehalose biosynthesis, D-glucose 1P => trehalose
K00975	M00854	Glycogen biosynthesis, glucose-1P => glycogen/starch
K00703	M00565	Trehalose biosynthesis, D-glucose 1P => trehalose
K00703	M00854	Glycogen biosynthesis, glucose-1P => glycogen/starch
K00700	M00565	Trehalose biosynthesis, D-glucose 1P => trehalose
K00700	M00854	Glycogen biosynthesis, glucose-1P => glycogen/starch
K16149	M00565	Trehalose biosynthesis, D-glucose 1P => trehalose
K16149	M00854	Glycogen biosynthesis, glucose-1P => glycogen/starch
K01214	M00565	Trehalose biosynthesis, D-glucose 1P => trehalose
K06044	M00565	Trehalose biosynthesis, D-glucose 1P => trehalose
K01236	M00565	Trehalose biosynthesis, D-glucose 1P => trehalose
K00200	M00567	Methanogenesis, CO2 => methane
K00201	M00567	Methanogenesis, CO2 => methane
K00202	M00567	Methanogenesis, CO2 => methane
K00203	M00567	Methanogenesis, CO2 => methane
K11261	M00567	Methanogenesis, CO2 => methane
K00205	M00567	Methanogenesis, CO2 => methane
K11260	M00567	Methanogenesis, CO2 => methane
K00204	M00567	Methanogenesis, CO2 => methane
K00672	M00567	Methanogenesis, CO2 => methane
K01499	M00567	Methanogenesis, CO2 => methane
K00319	M00567	Methanogenesis, CO2 => methane
K13942	M00567	Methanogenesis, CO2 => methane
K00320	M00567	Methanogenesis, CO2 => methane
K03381	M00568	Catechol ortho-cleavage, catechol => 3-oxoadipate
K01856	M00568	Catechol ortho-cleavage, catechol => 3-oxoadipate
K03464	M00568	Catechol ortho-cleavage, catechol => 3-oxoadipate
K01055	M00568	Catechol ortho-cleavage, catechol => 3-oxoadipate
K14727	M00568	Catechol ortho-cleavage, catechol => 3-oxoadipate
K00446	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
K07104	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
K01821	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
K01617	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
K10216	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
K18364	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
K18365	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
K18366	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA
K17989	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
K01754	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
K01754	M00975	Betaine degradation, bacteria, betaine => pyruvate
K02169	M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
K02170	M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
K09789	M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
K19560	M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
K19561	M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
K16593	M00573	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin
K11023	M00574	Pertussis pathogenicity signature, pertussis toxin
K11023	M00856	Salmonella enterica pathogenicity signature, typhoid toxin
K11004	M00575	Pertussis pathogenicity signature, T1SS
K07389	M00575	Pertussis pathogenicity signature, T1SS
K11003	M00575	Pertussis pathogenicity signature, T1SS
K12340	M00575	Pertussis pathogenicity signature, T1SS
K12340	M00696	Multidrug resistance, efflux pump AcrEF-TolC
K12340	M00697	Multidrug resistance, efflux pump MdtEF-TolC
K10928	M00576	ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins
K10928	M00850	Vibrio cholerae pathogenicity signature, cholera toxins
